Renderer,Driver,MSAA,width,height,FPS,seconds,celcius,fahrenheit,vddc,vddccurrent,gpu_power,core_clock,memory_clock
NVIDIA GeForce GTX 1060 3GB,27.21.14.5709 (10-22-2020) - C:\Windows\System32\DriverStore\FileRepository\nv_dispi.inf_amd64_983b03c2be43c272\nvoglv64.dll,8,2560,1080,54,95.3062,59.0000,138.2000,0.8930,0.0000,0.0000,569.0000,4004.0000
NVIDIA GeForce GTX 1060 3GB,27.21.14.5709 (10-22-2020) - C:\Windows\System32\DriverStore\FileRepository\nv_dispi.inf_amd64_983b03c2be43c272\nvoglv64.dll,8,2560,1080,56,96.3210,59.0000,138.2000,0.8930,0.0000,0.0000,569.0000,4004.0000
NVIDIA GeForce GTX 1060 3GB,27.21.14.5709 (10-22-2020) - C:\Windows\System32\DriverStore\FileRepository\nv_dispi.inf_amd64_983b03c2be43c272\nvoglv64.dll,8,2560,1080,53,97.3399,59.0000,138.2000,0.8930,0.0000,0.0000,569.0000,4004.0000
NVIDIA GeForce GTX 1060 3GB,27.21.14.5709 (10-22-2020) - C:\Windows\System32\DriverStore\FileRepository\nv_dispi.inf_amd64_983b03c2be43c272\nvoglv64.dll,8,2560,1080,46,98.3430,60.0000,140.0000,0.8930,0.0000,0.0000,569.0000,4004.0000
NVIDIA GeForce GTX 1060 3GB,27.21.14.5709 (10-22-2020) - C:\Windows\System32\DriverStore\FileRepository\nv_dispi.inf_amd64_983b03c2be43c272\nvoglv64.dll,8,2560,1080,41,99.3531,60.0000,140.0000,0.8930,0.0000,0.0000,569.0000,4004.0000
NVIDIA GeForce GTX 1060 3GB,27.21.14.5709 (10-22-2020) - C:\Windows\System32\DriverStore\FileRepository\nv_dispi.inf_amd64_983b03c2be43c272\nvoglv64.dll,8,2560,1080,39,100.3642,60.0000,140.0000,0.8930,0.0000,0.0000,569.0000,4004.0000
NVIDIA GeForce GTX 1060 3GB,27.21.14.5709 (10-22-2020) - C:\Windows\System32\DriverStore\FileRepository\nv_dispi.inf_amd64_983b03c2be43c272\nvoglv64.dll,8,2560,1080,38,101.3822,60.0000,140.0000,0.8930,0.0000,0.0000,569.0000,4004.0000
NVIDIA GeForce GTX 1060 3GB,27.21.14.5709 (10-22-2020) - C:\Windows\System32\DriverStore\FileRepository\nv_dispi.inf_amd64_983b03c2be43c272\nvoglv64.dll,8,2560,1080,38,102.4082,60.0000,140.0000,0.8930,0.0000,0.0000,569.0000,4004.0000
NVIDIA GeForce GTX 1060 3GB,27.21.14.5709 (10-22-2020) - C:\Windows\System32\DriverStore\FileRepository\nv_dispi.inf_amd64_983b03c2be43c272\nvoglv64.dll,8,2560,1080,38,103.4272,60.0000,140.0000,0.8930,0.0000,0.0000,569.0000,4004.0000
NVIDIA GeForce GTX 1060 3GB,27.21.14.5709 (10-22-2020) - C:\Windows\System32\DriverStore\FileRepository\nv_dispi.inf_amd64_983b03c2be43c272\nvoglv64.dll,8,2560,1080,38,104.4302,60.0000,140.0000,0.8930,0.0000,0.0000,569.0000,4004.0000
NVIDIA GeForce GTX 1060 3GB,27.21.14.5709 (10-22-2020) - C:\Windows\System32\DriverStore\FileRepository\nv_dispi.inf_amd64_983b03c2be43c272\nvoglv64.dll,8,2560,1080,40,105.4313,60.0000,140.0000,0.8930,0.0000,0.0000,569.0000,4004.0000
NVIDIA GeForce GTX 1060 3GB,27.21.14.5709 (10-22-2020) - C:\Windows\System32\DriverStore\FileRepository\nv_dispi.inf_amd64_983b03c2be43c272\nvoglv64.dll,8,2560,1080,45,106.4464,60.0000,140.0000,0.8930,0.0000,0.0000,569.0000,4004.0000
NVIDIA GeForce GTX 1060 3GB,27.21.14.5709 (10-22-2020) - C:\Windows\System32\DriverStore\FileRepository\nv_dispi.inf_amd64_983b03c2be43c272\nvoglv64.dll,8,2560,1080,52,107.4543,60.0000,140.0000,0.8930,0.0000,0.0000,569.0000,4004.0000
NVIDIA GeForce GTX 1060 3GB,27.21.14.5709 (10-22-2020) - C:\Windows\System32\DriverStore\FileRepository\nv_dispi.inf_amd64_983b03c2be43c272\nvoglv64.dll,8,2560,1080,53,108.4641,60.0000,140.0000,0.8930,0.0000,0.0000,569.0000,4004.0000
NVIDIA GeForce GTX 1060 3GB,27.21.14.5709 (10-22-2020) - C:\Windows\System32\DriverStore\FileRepository\nv_dispi.inf_amd64_983b03c2be43c272\nvoglv64.dll,8,2560,1080,50,109.4671,61.0000,141.8000,0.8930,0.0000,0.0000,569.0000,4004.0000
NVIDIA GeForce GTX 1060 3GB,27.21.14.5709 (10-22-2020) - C:\Windows\System32\DriverStore\FileRepository\nv_dispi.inf_amd64_983b03c2be43c272\nvoglv64.dll,8,2560,1080,42,110.4852,61.0000,141.8000,0.8930,0.0000,0.0000,569.0000,4004.0000
NVIDIA GeForce GTX 1060 3GB,27.21.14.5709 (10-22-2020) - C:\Windows\System32\DriverStore\FileRepository\nv_dispi.inf_amd64_983b03c2be43c272\nvoglv64.dll,8,2560,1080,38,111.5022,61.0000,141.8000,0.8930,0.0000,0.0000,569.0000,4004.0000
NVIDIA GeForce GTX 1060 3GB,27.21.14.5709 (10-22-2020) - C:\Windows\System32\DriverStore\FileRepository\nv_dispi.inf_amd64_983b03c2be43c272\nvoglv64.dll,8,2560,1080,37,112.5272,61.0000,141.8000,0.8930,0.0000,0.0000,569.0000,4004.0000
NVIDIA GeForce GTX 1060 3GB,27.21.14.5709 (10-22-2020) - C:\Windows\System32\DriverStore\FileRepository\nv_dispi.inf_amd64_983b03c2be43c272\nvoglv64.dll,8,2560,1080,36,113.5312,61.0000,141.8000,0.8930,0.0000,0.0000,569.0000,4004.0000
NVIDIA GeForce GTX 1060 3GB,27.21.14.5709 (10-22-2020) - C:\Windows\System32\DriverStore\FileRepository\nv_dispi.inf_amd64_983b03c2be43c272\nvoglv64.dll,8,2560,1080,36,114.5442,61.0000,141.8000,0.8930,0.0000,0.0000,569.0000,4004.0000
NVIDIA GeForce GTX 1060 3GB,27.21.14.5709 (10-22-2020) - C:\Windows\System32\DriverStore\FileRepository\nv_dispi.inf_amd64_983b03c2be43c272\nvoglv64.dll,8,2560,1080,36,115.5682,61.0000,141.8000,0.8930,0.0000,0.0000,569.0000,4004.0000
NVIDIA GeForce GTX 1060 3GB,27.21.14.5709 (10-22-2020) - C:\Windows\System32\DriverStore\FileRepository\nv_dispi.inf_amd64_983b03c2be43c272\nvoglv64.dll,8,2560,1080,36,116.5932,61.0000,141.8000,0.8930,0.0000,0.0000,569.0000,4004.0000
NVIDIA GeForce GTX 1060 3GB,27.21.14.5709 (10-22-2020) - C:\Windows\System32\DriverStore\FileRepository\nv_dispi.inf_amd64_983b03c2be43c272\nvoglv64.dll,8,2560,1080,36,117.6092,61.0000,141.8000,0.8930,0.0000,0.0000,569.0000,4004.0000
NVIDIA GeForce GTX 1060 3GB,27.21.14.5709 (10-22-2020) - C:\Windows\System32\DriverStore\FileRepository\nv_dispi.inf_amd64_983b03c2be43c272\nvoglv64.dll,8,2560,1080,36,118.6112,61.0000,141.8000,0.8930,0.0000,0.0000,569.0000,4004.0000
NVIDIA GeForce GTX 1060 3GB,27.21.14.5709 (10-22-2020) - C:\Windows\System32\DriverStore\FileRepository\nv_dispi.inf_amd64_983b03c2be43c272\nvoglv64.dll,8,2560,1080,38,119.6302,61.0000,141.8000,0.8930,0.0000,0.0000,569.0000,4004.0000
NVIDIA GeForce GTX 1060 3GB,27.21.14.5709 (10-22-2020) - C:\Windows\System32\DriverStore\FileRepository\nv_dispi.inf_amd64_983b03c2be43c272\nvoglv64.dll,8,2560,1080,42,120.6333,61.0000,141.8000,0.8930,0.0000,0.0000,569.0000,4004.0000
NVIDIA GeForce GTX 1060 3GB,27.21.14.5709 (10-22-2020) - C:\Windows\System32\DriverStore\FileRepository\nv_dispi.inf_amd64_983b03c2be43c272\nvoglv64.dll,8,2560,1080,50,121.6462,61.0000,141.8000,0.8930,0.0000,0.0000,569.0000,4004.0000
NVIDIA GeForce GTX 1060 3GB,27.21.14.5709 (10-22-2020) - C:\Windows\System32\DriverStore\FileRepository\nv_dispi.inf_amd64_983b03c2be43c272\nvoglv64.dll,8,2560,1080,55,122.6501,61.0000,141.8000,0.8930,0.0000,0.0000,569.0000,4004.0000
NVIDIA GeForce GTX 1060 3GB,27.21.14.5709 (10-22-2020) - C:\Windows\System32\DriverStore\FileRepository\nv_dispi.inf_amd64_983b03c2be43c272\nvoglv64.dll,8,2560,1080,55,123.6540,61.0000,141.8000,0.8930,0.0000,0.0000,569.0000,4004.0000
NVIDIA GeForce GTX 1060 3GB,27.21.14.5709 (10-22-2020) - C:\Windows\System32\DriverStore\FileRepository\nv_dispi.inf_amd64_983b03c2be43c272\nvoglv64.dll,8,2560,1080,50,124.6760,61.0000,141.8000,0.8930,0.0000,0.0000,569.0000,4004.0000
NVIDIA GeForce GTX 1060 3GB,27.21.14.5709 (10-22-2020) - C:\Windows\System32\DriverStore\FileRepository\nv_dispi.inf_amd64_983b03c2be43c272\nvoglv64.dll,8,2560,1080,43,125.6831,62.0000,143.6000,0.8930,0.0000,0.0000,569.0000,4004.0000
NVIDIA GeForce GTX 1060 3GB,27.21.14.5709 (10-22-2020) - C:\Windows\System32\DriverStore\FileRepository\nv_dispi.inf_amd64_983b03c2be43c272\nvoglv64.dll,8,2560,1080,40,126.6931,62.0000,143.6000,0.8930,0.0000,0.0000,569.0000,4004.0000
NVIDIA GeForce GTX 1060 3GB,27.21.14.5709 (10-22-2020) - C:\Windows\System32\DriverStore\FileRepository\nv_dispi.inf_amd64_983b03c2be43c272\nvoglv64.dll,8,2560,1080,38,127.6952,62.0000,143.6000,0.8930,0.0000,0.0000,569.0000,4004.0000
NVIDIA GeForce GTX 1060 3GB,27.21.14.5709 (10-22-2020) - C:\Windows\System32\DriverStore\FileRepository\nv_dispi.inf_amd64_983b03c2be43c272\nvoglv64.dll,8,2560,1080,38,128.7191,62.0000,143.6000,0.8930,0.0000,0.0000,569.0000,4004.0000
NVIDIA GeForce GTX 1060 3GB,27.21.14.5709 (10-22-2020) - C:\Windows\System32\DriverStore\FileRepository\nv_dispi.inf_amd64_983b03c2be43c272\nvoglv64.dll,8,2560,1080,38,129.7418,62.0000,143.6000,0.8930,0.0000,0.0000,569.0000,4004.0000
NVIDIA GeForce GTX 1060 3GB,27.21.14.5709 (10-22-2020) - C:\Windows\System32\DriverStore\FileRepository\nv_dispi.inf_amd64_983b03c2be43c272\nvoglv64.dll,8,2560,1080,38,130.7567,62.0000,143.6000,0.8930,0.0000,0.0000,569.0000,4004.0000
NVIDIA GeForce GTX 1060 3GB,27.21.14.5709 (10-22-2020) - C:\Windows\System32\DriverStore\FileRepository\nv_dispi.inf_amd64_983b03c2be43c272\nvoglv64.dll,8,2560,1080,39,131.7706,62.0000,143.6000,0.8930,0.0000,0.0000,569.0000,4004.0000
NVIDIA GeForce GTX 1060 3GB,27.21.14.5709 (10-22-2020) - C:\Windows\System32\DriverStore\FileRepository\nv_dispi.inf_amd64_983b03c2be43c272\nvoglv64.dll,8,2560,1080,42,132.7745,62.0000,143.6000,0.8930,0.0000,0.0000,569.0000,4004.0000
NVIDIA GeForce GTX 1060 3GB,27.21.14.5709 (10-22-2020) - C:\Windows\System32\DriverStore\FileRepository\nv_dispi.inf_amd64_983b03c2be43c272\nvoglv64.dll,8,2560,1080,48,133.7865,62.0000,143.6000,0.8930,0.0000,0.0000,569.0000,4004.0000
NVIDIA GeForce GTX 1060 3GB,27.21.14.5709 (10-22-2020) - C:\Windows\System32\DriverStore\FileRepository\nv_dispi.inf_amd64_983b03c2be43c272\nvoglv64.dll,8,2560,1080,53,134.7974,62.0000,143.6000,0.8930,0.0000,0.0000,569.0000,4004.0000
NVIDIA GeForce GTX 1060 3GB,27.21.14.5709 (10-22-2020) - C:\Windows\System32\DriverStore\FileRepository\nv_dispi.inf_amd64_983b03c2be43c272\nvoglv64.dll,8,2560,1080,52,135.8014,62.0000,143.6000,0.8930,0.0000,0.0000,569.0000,4004.0000
NVIDIA GeForce GTX 1060 3GB,27.21.14.5709 (10-22-2020) - C:\Windows\System32\DriverStore\FileRepository\nv_dispi.inf_amd64_983b03c2be43c272\nvoglv64.dll,8,2560,1080,47,136.8134,62.0000,143.6000,0.8930,0.0000,0.0000,569.0000,4004.0000
NVIDIA GeForce GTX 1060 3GB,27.21.14.5709 (10-22-2020) - C:\Windows\System32\DriverStore\FileRepository\nv_dispi.inf_amd64_983b03c2be43c272\nvoglv64.dll,8,2560,1080,40,137.8363,62.0000,143.6000,0.8930,0.0000,0.0000,569.0000,4004.0000
NVIDIA GeForce GTX 1060 3GB,27.21.14.5709 (10-22-2020) - C:\Windows\System32\DriverStore\FileRepository\nv_dispi.inf_amd64_983b03c2be43c272\nvoglv64.dll,8,2560,1080,37,138.8471,62.0000,143.6000,0.8930,0.0000,0.0000,569.0000,4004.0000
NVIDIA GeForce GTX 1060 3GB,27.21.14.5709 (10-22-2020) - C:\Windows\System32\DriverStore\FileRepository\nv_dispi.inf_amd64_983b03c2be43c272\nvoglv64.dll,8,2560,1080,36,139.8751,62.0000,143.6000,0.8930,0.0000,0.0000,569.0000,4004.0000
NVIDIA GeForce GTX 1060 3GB,27.21.14.5709 (10-22-2020) - C:\Windows\System32\DriverStore\FileRepository\nv_dispi.inf_amd64_983b03c2be43c272\nvoglv64.dll,8,2560,1080,36,140.8831,63.0000,145.4000,0.8930,0.0000,0.0000,569.0000,4004.0000
NVIDIA GeForce GTX 1060 3GB,27.21.14.5709 (10-22-2020) - C:\Windows\System32\DriverStore\FileRepository\nv_dispi.inf_amd64_983b03c2be43c272\nvoglv64.dll,8,2560,1080,36,141.9022,63.0000,145.4000,0.8930,0.0000,0.0000,569.0000,4004.0000
NVIDIA GeForce GTX 1060 3GB,27.21.14.5709 (10-22-2020) - C:\Windows\System32\DriverStore\FileRepository\nv_dispi.inf_amd64_983b03c2be43c272\nvoglv64.dll,8,2560,1080,36,142.9273,63.0000,145.4000,0.8930,0.0000,0.0000,569.0000,4004.0000
NVIDIA GeForce GTX 1060 3GB,27.21.14.5709 (10-22-2020) - C:\Windows\System32\DriverStore\FileRepository\nv_dispi.inf_amd64_983b03c2be43c272\nvoglv64.dll,8,2560,1080,36,143.9483,63.0000,145.4000,0.8930,0.0000,0.0000,569.0000,4004.0000
NVIDIA GeForce GTX 1060 3GB,27.21.14.5709 (10-22-2020) - C:\Windows\System32\DriverStore\FileRepository\nv_dispi.inf_amd64_983b03c2be43c272\nvoglv64.dll,8,2560,1080,36,144.9604,63.0000,145.4000,0.8930,0.0000,0.0000,569.0000,4004.0000
NVIDIA GeForce GTX 1060 3GB,27.21.14.5709 (10-22-2020) - C:\Windows\System32\DriverStore\FileRepository\nv_dispi.inf_amd64_983b03c2be43c272\nvoglv64.dll,8,2560,1080,37,145.9782,63.0000,145.4000,0.8930,0.0000,0.0000,569.0000,4004.0000
NVIDIA GeForce GTX 1060 3GB,27.21.14.5709 (10-22-2020) - C:\Windows\System32\DriverStore\FileRepository\nv_dispi.inf_amd64_983b03c2be43c272\nvoglv64.dll,8,2560,1080,39,146.9831,63.0000,145.4000,0.8930,0.0000,0.0000,569.0000,4004.0000
NVIDIA GeForce GTX 1060 3GB,27.21.14.5709 (10-22-2020) - C:\Windows\System32\DriverStore\FileRepository\nv_dispi.inf_amd64_983b03c2be43c272\nvoglv64.dll,8,2560,1080,45,147.9991,63.0000,145.4000,0.8930,0.0000,0.0000,569.0000,4004.0000
NVIDIA GeForce GTX 1060 3GB,27.21.14.5709 (10-22-2020) - C:\Windows\System32\DriverStore\FileRepository\nv_dispi.inf_amd64_983b03c2be43c272\nvoglv64.dll,8,2560,1080,53,149.0102,63.0000,145.4000,0.8930,0.0000,0.0000,569.0000,4004.0000
NVIDIA GeForce GTX 1060 3GB,27.21.14.5709 (10-22-2020) - C:\Windows\System32\DriverStore\FileRepository\nv_dispi.inf_amd64_983b03c2be43c272\nvoglv64.dll,8,2560,1080,56,150.0274,63.0000,145.4000,0.8930,0.0000,0.0000,569.0000,4004.0000
NVIDIA GeForce GTX 1060 3GB,27.21.14.5709 (10-22-2020) - C:\Windows\System32\DriverStore\FileRepository\nv_dispi.inf_amd64_983b03c2be43c272\nvoglv64.dll,8,2560,1080,54,151.0295,63.0000,145.4000,0.8930,0.0000,0.0000,569.0000,4004.0000
NVIDIA GeForce GTX 1060 3GB,27.21.14.5709 (10-22-2020) - C:\Windows\System32\DriverStore\FileRepository\nv_dispi.inf_amd64_983b03c2be43c272\nvoglv64.dll,8,2560,1080,47,152.0354,63.0000,145.4000,0.8930,0.0000,0.0000,569.0000,4004.0000
NVIDIA GeForce GTX 1060 3GB,27.21.14.5709 (10-22-2020) - C:\Windows\System32\DriverStore\FileRepository\nv_dispi.inf_amd64_983b03c2be43c272\nvoglv64.dll,8,2560,1080,42,153.0593,63.0000,145.4000,0.8930,0.0000,0.0000,569.0000,4004.0000
NVIDIA GeForce GTX 1060 3GB,27.21.14.5709 (10-22-2020) - C:\Windows\System32\DriverStore\FileRepository\nv_dispi.inf_amd64_983b03c2be43c272\nvoglv64.dll,8,2560,1080,39,154.0663,63.0000,145.4000,0.8930,0.0000,0.0000,569.0000,4004.0000
NVIDIA GeForce GTX 1060 3GB,27.21.14.5709 (10-22-2020) - C:\Windows\System32\DriverStore\FileRepository\nv_dispi.inf_amd64_983b03c2be43c272\nvoglv64.dll,8,2560,1080,38,155.0811,64.0000,147.2000,0.8930,0.0000,0.0000,569.0000,4004.0000
NVIDIA GeForce GTX 1060 3GB,27.21.14.5709 (10-22-2020) - C:\Windows\System32\DriverStore\FileRepository\nv_dispi.inf_amd64_983b03c2be43c272\nvoglv64.dll,8,2560,1080,38,156.1069,63.0000,145.4000,0.8930,0.0000,0.0000,569.0000,4004.0000
NVIDIA GeForce GTX 1060 3GB,27.21.14.5709 (10-22-2020) - C:\Windows\System32\DriverStore\FileRepository\nv_dispi.inf_amd64_983b03c2be43c272\nvoglv64.dll,8,2560,1080,38,157.1267,64.0000,147.2000,0.8930,0.0000,0.0000,569.0000,4004.0000
NVIDIA GeForce GTX 1060 3GB,27.21.14.5709 (10-22-2020) - C:\Windows\System32\DriverStore\FileRepository\nv_dispi.inf_amd64_983b03c2be43c272\nvoglv64.dll,8,2560,1080,38,158.1326,63.0000,145.4000,0.8930,0.0000,0.0000,569.0000,4004.0000
NVIDIA GeForce GTX 1060 3GB,27.21.14.5709 (10-22-2020) - C:\Windows\System32\DriverStore\FileRepository\nv_dispi.inf_amd64_983b03c2be43c272\nvoglv64.dll,8,2560,1080,40,159.1425,63.0000,145.4000,0.8930,0.0000,0.0000,569.0000,4004.0000
NVIDIA GeForce GTX 1060 3GB,27.21.14.5709 (10-22-2020) - C:\Windows\System32\DriverStore\FileRepository\nv_dispi.inf_amd64_983b03c2be43c272\nvoglv64.dll,8,2560,1080,44,160.1535,63.0000,145.4000,0.8930,0.0000,0.0000,569.0000,4004.0000
NVIDIA GeForce GTX 1060 3GB,27.21.14.5709 (10-22-2020) - C:\Windows\System32\DriverStore\FileRepository\nv_dispi.inf_amd64_983b03c2be43c272\nvoglv64.dll,8,2560,1080,51,161.1705,63.0000,145.4000,0.8930,0.0000,0.0000,569.0000,4004.0000
NVIDIA GeForce GTX 1060 3GB,27.21.14.5709 (10-22-2020) - C:\Windows\System32\DriverStore\FileRepository\nv_dispi.inf_amd64_983b03c2be43c272\nvoglv64.dll,8,2560,1080,53,162.1803,64.0000,147.2000,0.8930,0.0000,0.0000,569.0000,4004.0000
NVIDIA GeForce GTX 1060 3GB,27.21.14.5709 (10-22-2020) - C:\Windows\System32\DriverStore\FileRepository\nv_dispi.inf_amd64_983b03c2be43c272\nvoglv64.dll,8,2560,1080,51,163.1874,64.0000,147.2000,0.8930,0.0000,0.0000,569.0000,4004.0000
NVIDIA GeForce GTX 1060 3GB,27.21.14.5709 (10-22-2020) - C:\Windows\System32\DriverStore\FileRepository\nv_dispi.inf_amd64_983b03c2be43c272\nvoglv64.dll,8,2560,1080,43,164.1883,64.0000,147.2000,0.8930,0.0000,0.0000,569.0000,4004.0000
NVIDIA GeForce GTX 1060 3GB,27.21.14.5709 (10-22-2020) - C:\Windows\System32\DriverStore\FileRepository\nv_dispi.inf_amd64_983b03c2be43c272\nvoglv64.dll,8,2560,1080,38,165.1981,64.0000,147.2000,0.8930,0.0000,0.0000,569.0000,4004.0000
NVIDIA GeForce GTX 1060 3GB,27.21.14.5709 (10-22-2020) - C:\Windows\System32\DriverStore\FileRepository\nv_dispi.inf_amd64_983b03c2be43c272\nvoglv64.dll,8,2560,1080,37,166.2200,64.0000,147.2000,0.8930,0.0000,0.0000,569.0000,4004.0000
NVIDIA GeForce GTX 1060 3GB,27.21.14.5709 (10-22-2020) - C:\Windows\System32\DriverStore\FileRepository\nv_dispi.inf_amd64_983b03c2be43c272\nvoglv64.dll,8,2560,1080,36,167.2230,64.0000,147.2000,0.8930,0.0000,0.0000,569.0000,4004.0000
NVIDIA GeForce GTX 1060 3GB,27.21.14.5709 (10-22-2020) - C:\Windows\System32\DriverStore\FileRepository\nv_dispi.inf_amd64_983b03c2be43c272\nvoglv64.dll,8,2560,1080,36,168.2350,64.0000,147.2000,0.8930,0.0000,0.0000,569.0000,4004.0000
NVIDIA GeForce GTX 1060 3GB,27.21.14.5709 (10-22-2020) - C:\Windows\System32\DriverStore\FileRepository\nv_dispi.inf_amd64_983b03c2be43c272\nvoglv64.dll,8,2560,1080,36,169.2581,64.0000,147.2000,0.8930,0.0000,0.0000,569.0000,4004.0000
NVIDIA GeForce GTX 1060 3GB,27.21.14.5709 (10-22-2020) - C:\Windows\System32\DriverStore\FileRepository\nv_dispi.inf_amd64_983b03c2be43c272\nvoglv64.dll,8,2560,1080,36,170.2832,64.0000,147.2000,0.8930,0.0000,0.0000,569.0000,4004.0000
NVIDIA GeForce GTX 1060 3GB,27.21.14.5709 (10-22-2020) - C:\Windows\System32\DriverStore\FileRepository\nv_dispi.inf_amd64_983b03c2be43c272\nvoglv64.dll,8,2560,1080,36,171.3003,64.0000,147.2000,0.8930,0.0000,0.0000,569.0000,4004.0000
NVIDIA GeForce GTX 1060 3GB,27.21.14.5709 (10-22-2020) - C:\Windows\System32\DriverStore\FileRepository\nv_dispi.inf_amd64_983b03c2be43c272\nvoglv64.dll,8,2560,1080,36,172.3053,64.0000,147.2000,0.8930,0.0000,0.0000,569.0000,4004.0000
NVIDIA GeForce GTX 1060 3GB,27.21.14.5709 (10-22-2020) - C:\Windows\System32\DriverStore\FileRepository\nv_dispi.inf_amd64_983b03c2be43c272\nvoglv64.dll,8,2560,1080,37,173.3311,64.0000,147.2000,0.8930,0.0000,0.0000,569.0000,4004.0000
NVIDIA GeForce GTX 1060 3GB,27.21.14.5709 (10-22-2020) - C:\Windows\System32\DriverStore\FileRepository\nv_dispi.inf_amd64_983b03c2be43c272\nvoglv64.dll,8,2560,1080,41,174.3530,64.0000,147.2000,0.8930,0.0000,0.0000,569.0000,4004.0000
NVIDIA GeForce GTX 1060 3GB,27.21.14.5709 (10-22-2020) - C:\Windows\System32\DriverStore\FileRepository\nv_dispi.inf_amd64_983b03c2be43c272\nvoglv64.dll,8,2560,1080,49,175.3650,64.0000,147.2000,0.8930,0.0000,0.0000,569.0000,4004.0000
NVIDIA GeForce GTX 1060 3GB,27.21.14.5709 (10-22-2020) - C:\Windows\System32\DriverStore\FileRepository\nv_dispi.inf_amd64_983b03c2be43c272\nvoglv64.dll,8,2560,1080,55,176.3711,64.0000,147.2000,0.8930,0.0000,0.0000,569.0000,4004.0000
NVIDIA GeForce GTX 1060 3GB,27.21.14.5709 (10-22-2020) - C:\Windows\System32\DriverStore\FileRepository\nv_dispi.inf_amd64_983b03c2be43c272\nvoglv64.dll,8,2560,1080,56,177.3714,64.0000,147.2000,0.8930,0.0000,0.0000,569.0000,4004.0000
NVIDIA GeForce GTX 1060 3GB,27.21.14.5709 (10-22-2020) - C:\Windows\System32\DriverStore\FileRepository\nv_dispi.inf_amd64_983b03c2be43c272\nvoglv64.dll,8,2560,1080,51,178.3743,64.0000,147.2000,0.8930,0.0000,0.0000,569.0000,4004.0000
NVIDIA GeForce GTX 1060 3GB,27.21.14.5709 (10-22-2020) - C:\Windows\System32\DriverStore\FileRepository\nv_dispi.inf_amd64_983b03c2be43c272\nvoglv64.dll,8,2560,1080,44,179.3913,64.0000,147.2000,0.8930,0.0000,0.0000,569.0000,4004.0000
NVIDIA GeForce GTX 1060 3GB,27.21.14.5709 (10-22-2020) - C:\Windows\System32\DriverStore\FileRepository\nv_dispi.inf_amd64_983b03c2be43c272\nvoglv64.dll,8,2560,1080,41,180.3942,64.0000,147.2000,0.8930,0.0000,0.0000,569.0000,4004.0000
NVIDIA GeForce GTX 1060 3GB,27.21.14.5709 (10-22-2020) - C:\Windows\System32\DriverStore\FileRepository\nv_dispi.inf_amd64_983b03c2be43c272\nvoglv64.dll,8,2560,1080,39,181.4181,64.0000,147.2000,0.8930,0.0000,0.0000,569.0000,4004.0000
NVIDIA GeForce GTX 1060 3GB,27.21.14.5709 (10-22-2020) - C:\Windows\System32\DriverStore\FileRepository\nv_dispi.inf_amd64_983b03c2be43c272\nvoglv64.dll,8,2560,1080,38,182.4399,64.0000,147.2000,0.8930,0.0000,0.0000,569.0000,4004.0000
NVIDIA GeForce GTX 1060 3GB,27.21.14.5709 (10-22-2020) - C:\Windows\System32\DriverStore\FileRepository\nv_dispi.inf_amd64_983b03c2be43c272\nvoglv64.dll,8,2560,1080,38,183.4647,64.0000,147.2000,0.8930,0.0000,0.0000,569.0000,4004.0000
NVIDIA GeForce GTX 1060 3GB,27.21.14.5709 (10-22-2020) - C:\Windows\System32\DriverStore\FileRepository\nv_dispi.inf_amd64_983b03c2be43c272\nvoglv64.dll,8,2560,1080,38,184.4805,65.0000,149.0000,0.8930,0.0000,0.0000,569.0000,4004.0000
NVIDIA GeForce GTX 1060 3GB,27.21.14.5709 (10-22-2020) - C:\Windows\System32\DriverStore\FileRepository\nv_dispi.inf_amd64_983b03c2be43c272\nvoglv64.dll,8,2560,1080,39,185.4975,65.0000,149.0000,0.8930,0.0000,0.0000,569.0000,4004.0000
NVIDIA GeForce GTX 1060 3GB,27.21.14.5709 (10-22-2020) - C:\Windows\System32\DriverStore\FileRepository\nv_dispi.inf_amd64_983b03c2be43c272\nvoglv64.dll,8,2560,1080,41,186.5124,65.0000,149.0000,0.8930,0.0000,0.0000,569.0000,4004.0000
NVIDIA GeForce GTX 1060 3GB,27.21.14.5709 (10-22-2020) - C:\Windows\System32\DriverStore\FileRepository\nv_dispi.inf_amd64_983b03c2be43c272\nvoglv64.dll,8,2560,1080,47,187.5174,65.0000,149.0000,0.8930,0.0000,0.0000,569.0000,4004.0000
NVIDIA GeForce GTX 1060 3GB,27.21.14.5709 (10-22-2020) - C:\Windows\System32\DriverStore\FileRepository\nv_dispi.inf_amd64_983b03c2be43c272\nvoglv64.dll,8,2560,1080,53,188.5303,64.0000,147.2000,0.8930,0.0000,0.0000,569.0000,4004.0000
NVIDIA GeForce GTX 1060 3GB,27.21.14.5709 (10-22-2020) - C:\Windows\System32\DriverStore\FileRepository\nv_dispi.inf_amd64_983b03c2be43c272\nvoglv64.dll,8,2560,1080,53,189.5492,65.0000,149.0000,0.8930,0.0000,0.0000,569.0000,4004.0000
NVIDIA GeForce GTX 1060 3GB,27.21.14.5709 (10-22-2020) - C:\Windows\System32\DriverStore\FileRepository\nv_dispi.inf_amd64_983b03c2be43c272\nvoglv64.dll,8,2560,1080,48,190.5692,65.0000,149.0000,0.8930,0.0000,0.0000,569.0000,4004.0000
